x,y,t,u,v
1.07071,-1.91837,0.1,1.43711,0.10899
1.14141,-1.91837,0.1,1.18772,0.03792
1.21212,-1.91837,0.1,1.28693,0.0748
1.28283,-1.91837,0.1,1.50857,0.14927
1.35354,-1.91837,0.1,1.43599,0.13175
1.42424,-1.91837,0.1,0.91901,-0.02448
1.49495,-1.91837,0.1,1.25938,0.08511
1.56566,-1.91837,0.1,1.05533,0.02478
1.63636,-1.91837,0.1,1.05788,0.02796
1.70707,-1.91837,0.1,1.14417,0.05636
1.77778,-1.91837,0.1,1.09036,0.04039
1.84848,-1.91837,0.1,1.32013,0.11177
1.91919,-1.91837,0.1,1.19022,0.07052
1.9899,-1.91837,0.1,1.0704,0.03156
2.06061,-1.91837,0.1,1.12394,0.04579
2.13131,-1.91837,0.1,1.10032,0.03516
2.20202,-1.91837,0.1,1.30567,0.09503
2.27273,-1.91837,0.1,0.99791,-0.00529
2.34343,-1.91837,0.1,1.08938,0.01792
2.41414,-1.91837,0.1,0.87886,-0.05327
2.48485,-1.91837,0.1,0.57367,-0.15436
2.55556,-1.91837,0.1,1.15095,0.01851
2.62626,-1.91837,0.1,1.19082,0.02411
2.69697,-1.91837,0.1,0.90503,-0.07161
2.76768,-1.91837,0.1,1.45015,0.09097
2.83838,-1.91837,0.1,0.78569,-0.12229
2.90909,-1.91837,0.1,1.06093,-0.04315
2.9798,-1.91837,0.1,1.02554,-0.06014
3.05051,-1.91837,0.1,1.34183,0.03276
3.12121,-1.91837,0.1,1.33828,0.027
3.19192,-1.91837,0.1,1.11045,-0.04762
3.26263,-1.91837,0.1,1.15932,-0.03523
3.33333,-1.91837,0.1,0.9408,-0.10487
3.40404,-1.91837,0.1,0.75345,-0.16356
3.47475,-1.91837,0.1,1.05586,-0.06878
3.54545,-1.91837,0.1,1.15514,-0.03576
3.61616,-1.91837,0.1,1.35633,0.03025
3.68687,-1.91837,0.1,1.35895,0.03584
3.75758,-1.91837,0.1,1.08009,-0.04473
3.82828,-1.91837,0.1,1.10122,-0.03081
3.89899,-1.91837,0.1,0.97192,-0.06256
3.9697,-1.91837,0.1,0.90886,-0.07268
4.0404,-1.91837,0.1,0.85982,-0.07769
4.11111,-1.91837,0.1,1.51821,0.13791
4.18182,-1.91837,0.1,1.076,0.012
4.25253,-1.91837,0.1,1.08755,0.02743
4.32323,-1.91837,0.1,0.93863,-0.00686
4.39394,-1.91837,0.1,1.29982,0.11741
4.46465,-1.91837,0.1,0.86536,-0.00574
