x,y,t,u,v
1.07071,-1.91837,0.1,1.27861,0.05972
1.14141,-1.91837,0.1,1.15176,0.02675
1.21212,-1.91837,0.1,1.19899,0.04746
1.28283,-1.91837,0.1,1.30722,0.08669
1.35354,-1.91837,0.1,1.26819,0.07959
1.42424,-1.91837,0.1,1.00682,0.00281
1.49495,-1.91837,0.1,1.17401,0.05858
1.56566,-1.91837,0.1,1.06893,0.02901
1.63636,-1.91837,0.1,1.06715,0.03085
1.70707,-1.91837,0.1,1.10728,0.04489
1.77778,-1.91837,0.1,1.07741,0.03636
1.84848,-1.91837,0.1,1.18946,0.07116
1.91919,-1.91837,0.1,1.12183,0.04926
1.9899,-1.91837,0.1,1.05946,0.02816
2.06061,-1.91837,0.1,1.08406,0.03339
2.13131,-1.91837,0.1,1.07034,0.02584
2.20202,-1.91837,0.1,1.17143,0.05331
2.27273,-1.91837,0.1,1.01634,0.00044
2.34343,-1.91837,0.1,1.06125,0.00917
2.41414,-1.91837,0.1,0.9556,-0.02942
2.48485,-1.91837,0.1,0.80306,-0.08306
2.55556,-1.91837,0.1,1.09222,0.00025
2.62626,-1.91837,0.1,1.11315,-0.00003
2.69697,-1.91837,0.1,0.97172,-0.05088
2.76768,-1.91837,0.1,1.24621,0.02758
2.83838,-1.91837,0.1,0.91636,-0.08167
2.90909,-1.91837,0.1,1.05682,-0.04443
2.9798,-1.91837,0.1,1.04236,-0.05491
3.05051,-1.91837,0.1,1.20411,-0.01004
3.12121,-1.91837,0.1,1.20626,-0.01403
3.19192,-1.91837,0.1,1.09653,-0.05195
3.26263,-1.91837,0.1,1.12535,-0.04579
3.33333,-1.91837,0.1,1.02057,-0.08007
3.40404,-1.91837,0.1,0.93142,-0.10824
3.47475,-1.91837,0.1,1.08712,-0.05907
3.54545,-1.91837,0.1,1.14109,-0.04013
3.61616,-1.91837,0.1,1.24578,-0.00411
3.68687,-1.91837,0.1,1.25091,0.00226
3.75758,-1.91837,0.1,1.11489,-0.03391
3.82828,-1.91837,0.1,1.12838,-0.02237
3.89899,-1.91837,0.1,1.06614,-0.03328
3.9697,-1.91837,0.1,1.03645,-0.03302
4.0404,-1.91837,0.1,1.01313,-0.03004
4.11111,-1.91837,0.1,1.34293,0.08343
4.18182,-1.91837,0.1,1.1218,0.02623
4.25253,-1.91837,0.1,1.12691,0.03967
4.32323,-1.91837,0.1,1.0512,0.02813
4.39394,-1.91837,0.1,1.22996,0.0957
4.46465,-1.91837,0.1,1.01038,0.03933
4.53535,-1.91837,0.1,1.13058,0.08832
4.60606,-1.91837,0.1,1.0627,0.07845
4.67677,-1.91837,0.1,1.17064,0.12274
4.74747,-1.91837,0.1,1.08197,0.10541
4.81818,-1.91837,0.1,1.01328,0.09361
4.88889,-1.91837,0.1,1.10788,0.13193
4.9596,-1.91837,0.1,1.1396,0.14999
5.0303,-1.91837,0.1,1.09747,0.1444
5.10101,-1.91837,0.1,1.10886,0.15471
5.17172,-1.91837,0.1,1.01475,0.1315
5.24242,-1.91837,0.1,1.02914,0.1413
5.31313,-1.91837,0.1,0.99127,0.13415
5.38384,-1.91837,0.1,1.00938,0.1437
5.45455,-1.91837,0.1,0.95864,0.13121
5.52525,-1.91837,0.1,0.86674,0.10521
5.59596,-1.91837,0.1,1.02804,0.15728
5.66667,-1.91837,0.1,0.96637,0.13943
5.73737,-1.91837,0.1,0.84655,0.1029
5.80808,-1.91837,0.1,1.02531,0.15858
5.87879,-1.91837,0.1,0.89313,0.11706
5.94949,-1.91837,0.1,0.97041,0.14009
6.0202,-1.91837,0.1,1.02252,0.15461
6.09091,-1.91837,0.1,0.96019,0.13306
6.16162,-1.91837,0.1,1.04276,0.15599
6.23232,-1.91837,0.1,0.82148,0.08391
6.30303,-1.91837,0.1,0.9609,0.12339
6.37374,-1.91837,0.1,0.85584,0.08629
6.44444,-1.91837,0.1,0.83206,0.0739
6.51515,-1.91837,0.1,0.85158,0.07436
6.58586,-1.91837,0.1,0.86922,0.07365
6.65657,-1.91837,0.1,0.89629,0.07527
6.72727,-1.91837,0.1,0.78101,0.03203
6.79798,-1.91837,0.1,0.96156,0.08014
6.86869,-1.91837,0.1,0.91787,0.05797
6.93939,-1.91837,0.1,0.73393,-0.00836
7.0101,-1.91837,0.1,1.0021,0.06532
7.08081,-1.91837,0.1,1.03569,0.06562
7.15152,-1.91837,0.1,0.9688,0.03423
7.22222,-1.91837,0.1,0.8447,-0.0152
7.29293,-1.91837,0.1,0.76317,-0.05167
7.36364,-1.91837,0.1,0.95313,-0.00394
7.43434,-1.91837,0.1,0.8218,-0.05628
7.50505,-1.91837,0.1,0.96802,-0.02242
7.57576,-1.91837,0.1,0.87773,-0.0622
7.64646,-1.91837,0.1,0.94847,-0.05213
7.71717,-1.91837,0.1,0.89548,-0.08083
7.78788,-1.91837,0.1,0.93083,-0.08235
7.85859,-1.91837,0.1,0.8734,-0.11298
7.92929,-1.91837,0.1,1.0392,-0.07431
1.07071,-1.83673,0.1,1.13804,0.01903
1.14141,-1.83673,0.1,1.15784,0.0324
1.21212,-1.83673,0.1,1.28549,0.07885
1.28283,-1.83673,0.1,0.98928,-0.00696
1.35354,-1.83673,0.1,0.9899,-0.00105
1.42424,-1.83673,0.1,1.18454,0.06445
1.49495,-1.83673,0.1,0.98515,0.00678
1.56566,-1.83673,0.1,1.25819,0.09516
1.63636,-1.83673,0.1,1.03933,0.02979
1.70707,-1.83673,0.1,1.00231,0.02004
1.77778,-1.83673,0.1,1.23541,0.09331
1.84848,-1.83673,0.1,1.18908,0.07875
1.91919,-1.83673,0.1,1.21768,0.08663
1.9899,-1.83673,0.1,1.12553,0.05599
2.06061,-1.83673,0.1,0.96159,0.00209
2.13131,-1.83673,0.1,1.20609,0.0743
2.20202,-1.83673,0.1,1.00656,0.00766
2.27273,-1.83673,0.1,1.09988,0.03121
2.34343,-1.83673,0.1,1.11086,0.02844
2.41414,-1.83673,0.1,1.01076,-0.00945
2.48485,-1.83673,0.1,1.07984,0.00478
2.55556,-1.83673,0.1,1.10854,0.00596
